name,rating,nose,palate,finish,notes
Bunnahabhain 12,A-,"Dark chocolate, berry jam, vanilla, apple, hint of malt, hint of ice cream","Sweet upfront, medium mouthfeel, again notes of vanilla, cherry (a tad Dr. Pepper?), gradually turns to mild smoke","Long, lingering oaky spice",A solid core offering and good value for money. Age might help tune down the finish a little
